tweet,klasifikasi
"Gimana hasilnya setelah di vaksin covid-19? Kok banyak orang yang mengalami gejala aneh ya? Seperti kejang-kejang, muntah, bahkan ada yang malah positif covid  Jadi takut divaksin  #Corona #COVID19 #VaksinCOVID19",positive
"Sudah selayaknya isu dan hoax corona/covid-19 dan terkuaknya vaksin yg kadaluwarsa stlh 2 tahun diproduksi.. membuat kita sadar bahwa hoax ini sengaja diciptakan tuk mengontrol depopulation dan perang biologis, disamping meruntuhkan ekonomi negara2",positive
"Sudah saatnya pabrik vaksin covid-19 dibangun secara besar-besaran di Indonesia. 

Vaksin Corona akan terus bermutasi, jadi kita harus selalu siap sedia. 

Demikianlah harapan saya, Indonesia maju, kuat dan berdaulat  
@jokowi
 

#vaksin #Indonesia #vaccinatiestrategie",positive
"Program Vaksin Gratis, Menparekraf Sandiaga Optimistis Percepatan Pemulihan Bidang Pariwisata #Vaksin #covid-19 #corona #ekonomi",positive
"Menkes Budi Gunawan Sadikin memastikan, vaksin COVID-19 yang tersedia saat ini terbukti ampuh melawan varian baru, Corona B117 yang telah ditemukan di Indonesia. #MostUpdate1058",positive
"Blm kebagian vaksin covid 19, sekarang muncul varian baru corona B117, udh kayak es krim banyak rasa dan varian. Btw maskernya hrus make model yg gemana ya wkwkw",positive
#Vaksin Corona Mana yang Paling Ampuh Lawan COVID-19? Ini Kata Wamenkes - detikHealth #Corona #Korona,positive
"*vaksin covid-19 ditemukan*

Beberapa waktu kemudian di berita : “Pemirsa telah ditemukan mutasi virus corona(covid-21) terbaru”",positive
"COVID-19 di Indonesia sudah 1 tahun. Kapan yok perginya oi corona..
Aing lelah kali ini.
Harus stay priority to protect yourself and stay healthy.

Sehat sehat buat kita semua, sampe dapet giliran vaksin.",positive
"Prediksi mengenai kapan pandemi virus Corona COVID-19 berakhir te rus menggema. Terlebih dgn adanya bbrp  kandidat vaksin COVID-19 yg menunjukkan hasil akhir yg memuas kan shg bisa membentuk herd immu nity, Citi Research : herd immunity mungkin blm terbentuk sampai akhir 2021.",neutral
"Hari ini 1 tahun nya kasus COVID-19 pertama di indonesia, siap gk siap badan dan mentalmu pasti beradaptasi dengan COVID-19.
Bayangin aja satu tahun belum di vaksin cuk, sedangkan corona dimna-mana, kalo aing sih dah pasrah toh umur dah di tentuin.
Cepat sembuh yaa yang positif",positive
"Pemberian Vaksin Covid 19 sudah dilakukan di Jakarta dan beberapa ibukota lainnya. Salah satu target vaksin adalah para Lansia karena mereka termasuk rentan tertular virus Corona.

Nah kira-kira aman nggak sih vaksin Covid 19 bagi Lansia dan apa aja syaratnya?",negative
"penjelasan nyokap gue yg udah di full vaksin covid-19.

setelah 1 atau 2 minggu gt vaksin ke-2, dilakukan pengecekan antibodi. and u kno what the result???
antobodinya nyokap untuk virus corona 0.",positive
Ini akunya salah info apa gimana ya.. semisal ada yang abis di vaksin terus kena covid-19 nyeletuk ada yg komen “loh kan kmrn abis di vaksin tetep aja kena” bukannya emg vaksin itu bukan buat jadi kita kebal corona tapi mengurangi  penyebaran si virus itu di tubuh kita gak sih?,negative
"Vaksin tu ikut pemahaman aku yg gagal SPM ni, letak sedikit  virus  corona Covid -19 ni dalam badan manusia supaya antibodi badan manusia tu dapat lawan virus tersebut jikamana virus masuk dalam badan. Kira macam 'salam kenal' la.",positive
"Kedua,  jalur mandiri. Menyasar masyarakat yang berusia 19-59 tahun, ada sekitar 57 juta orang sasarannya vaksin corona atau Covid-19 dengan kebutuhan vaksin sekitar 115 juta dosis.
#VaksinGotongRoyong",negative
"Vaksin virus corona atau Covid-19 akan dibagi dalam dua kategori, yakni gratis dan berbayar atau mandiri.
#VaksinGotongRoyong",positive
"Pemerintah Jepang memutuskan untuk menunda menyuntikkan vaksin Covid-19 bagi lansia hingga Mei mendatang. 
Keputusan tersebut dilakukan lantaran keterbatasan pasokan vaksin Pfizer.
Sejauh ini Jepang telah bernegosiasi untuk menerima lebih dari 500 juta dosis vaksin corona.",positive
Top News Koran Rakyat Merdeka. Soal Permintaan Vaksinasi Mandiri Dari Pengusaha. Perusahaan Yang Bayar Karyawan Dapat Gratis. #vaksin #VaksinCovid19 #Corona #coronavirus #COVID19 #COVID19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid.,positive
Badan kesehatan dunia who menegaskan bahwa pihaknya tidak merekomendasikan penggunaan vaksin Sinovac buatan China yang di anggap kurang tokcer mencegah virus Corona atau Covid-19.pihaknya lebih merekomendasikan vaksin Astra Zeneka yang merupakan buatan negara sang paman Gober.,negative
"vaksin COVID-19 dapat memicu sistem Kekebalan tubuh tubuh untuk melawan virus Corona. Dengan begitu, risiko Anda untuk terinfeksi virus ini akan jauh lebih kecil. #JabarJuaraDenganVaksin #WdKeB",neutral
"Manfaat vaksin COVID-19 yang pertama adalah menciptakan respon Imunitas untuk sistem kekebalan tubuh. Saat disuntik vaksin, sel B akan menempel pada permukaan virus Corona yang sudah dimatikan dan mencari fragmen yang cocok. #JabarJuaraDenganVaksin #LjMwU",positive
"Vaksin Covid-19 dapat memicu sistem Kekebalan tubuh tubuh untuk melawan virus Corona. Dengan begitu, risiko seseorang untuk terinfeksi virus ini akan jauh lebih kecil. #JabarJuaraDenganVaksin #BqKqB",neutral
"Vaksin Covid-19 dapat memicu sistem imunitas tubuh untuk melawan virus Corona. Dengan begitu, risiko seseorang untuk terinfeksi virus ini akan jauh lebih kecil. #JabarJuaraDenganVaksin",neutral
"Vaksin Covid-19 yang sudah tiba di Indonesia berisi virus Corona (SARS-CoV-2) yang sudah dimatikan. Dengan mendapatkan vaksin Covid-19, seseorang bisa memiliki kekebalan terhadap virus Corona tanpa harus terinfeksi terlebih dahulu. #JabarJuaraDenganVaksin",positive
"vaksin COVID-19 dapat memicu sistem imunitas tubuh untuk melawan virus Corona. Dengan begitu, risiko Anda untuk terinfeksi virus ini akan jauh lebih kecil. #JabarJuaraDenganVaksin",neutral
"Vaksin COVID-19 yang sudah tiba di Indonesia berisi virus Corona (SARS-CoV-2) yang sudah dimatikan. Dengan mendapatkan vaksin COVID-19, Anda bisa memiliki kekebalan terhadap virus Corona #JabarJuaraDenganVaksin",neutral
Badan kesehatan dunia who merekomendasikan vaksin Astra Zeneka buatan sang paman Gober yang di anggap lebih tokcer untuk mencegah virus Corona atau Covid-19 dari pada vaksin Sinovac buatan China.indonesia sepertinya harus menukar vaksin Sinovac ke vaksin Astra Zeneka.,positive
"Vaksin Astra Zeneka adalah vaksin buatan sang paman Gober yang di anggap lebih tokcer untuk mencegah virus Corona atau Covid-19 dari pada vaksin Sinovac buatan China, ironisnya Indonesia sudah terlanjur mendatangkan jutaan botol vaksin Sinovac ke Indonesia dari China",positive
"Vaksin virus corona atau Covid-19 akan dibagi dalam dua kategori, yakni gratis dan berbayar atau mandiri.
#VaksinGotongRoyong",positive
"Pemerintah Jepang memutuskan untuk menunda menyuntikkan vaksin Covid-19 bagi lansia hingga Mei mendatang. 
Keputusan tersebut dilakukan lantaran keterbatasan pasokan vaksin Pfizer.
Sejauh ini Jepang telah bernegosiasi untuk menerima lebih dari 500 juta dosis vaksin corona.",positive
Top News Koran Rakyat Merdeka. Soal Permintaan Vaksinasi Mandiri Dari Pengusaha. Perusahaan Yang Bayar Karyawan Dapat Gratis. #vaksin #VaksinCovid19 #Corona #coronavirus #COVID19 #COVID19 #COVID__19 #Covid_19 #COVID #RakyatMerdeka #RMid.,positive
Badan kesehatan dunia who menegaskan bahwa pihaknya tidak merekomendasikan penggunaan vaksin Sinovac buatan China yang di anggap kurang tokcer mencegah virus Corona atau Covid-19.pihaknya lebih merekomendasikan vaksin Astra Zeneka yang merupakan buatan negara sang paman Gober.,negative
"vaksin COVID-19 dapat memicu sistem Kekebalan tubuh tubuh untuk melawan virus Corona. Dengan begitu, risiko Anda untuk terinfeksi virus ini akan jauh lebih kecil. #JabarJuaraDenganVaksin #WdKeB",neutral
"Manfaat vaksin COVID-19 yang pertama adalah menciptakan respon Imunitas untuk sistem kekebalan tubuh. Saat disuntik vaksin, sel B akan menempel pada permukaan virus Corona yang sudah dimatikan dan mencari fragmen yang cocok. #JabarJuaraDenganVaksin #LjMwU",positive
"Vaksin Covid-19 dapat memicu sistem Kekebalan tubuh tubuh untuk melawan virus Corona. Dengan begitu, risiko seseorang untuk terinfeksi virus ini akan jauh lebih kecil. #JabarJuaraDenganVaksin #BqKqB",neutral
"Vaksin Covid-19 dapat memicu sistem imunitas tubuh untuk melawan virus Corona. Dengan begitu, risiko seseorang untuk terinfeksi virus ini akan jauh lebih kecil. #JabarJuaraDenganVaksin",neutral
"Vaksin Covid-19 yang sudah tiba di Indonesia berisi virus Corona (SARS-CoV-2) yang sudah dimatikan. Dengan mendapatkan vaksin Covid-19, seseorang bisa memiliki kekebalan terhadap virus Corona tanpa harus terinfeksi terlebih dahulu. #JabarJuaraDenganVaksin",positive
"vaksin COVID-19 dapat memicu sistem imunitas tubuh untuk melawan virus Corona. Dengan begitu, risiko Anda untuk terinfeksi virus ini akan jauh lebih kecil. #JabarJuaraDenganVaksin",neutral
"Vaksin COVID-19 yang sudah tiba di Indonesia berisi virus Corona (SARS-CoV-2) yang sudah dimatikan. Dengan mendapatkan vaksin COVID-19, Anda bisa memiliki kekebalan terhadap virus Corona #JabarJuaraDenganVaksin",neutral
Badan kesehatan dunia who merekomendasikan vaksin Astra Zeneka buatan sang paman Gober yang di anggap lebih tokcer untuk mencegah virus Corona atau Covid-19 dari pada vaksin Sinovac buatan China.indonesia sepertinya harus menukar vaksin Sinovac ke vaksin Astra Zeneka.,positive
"Vaksin Astra Zeneka adalah vaksin buatan sang paman Gober yang di anggap lebih tokcer untuk mencegah virus Corona atau Covid-19 dari pada vaksin Sinovac buatan China, ironisnya Indonesia sudah terlanjur mendatangkan jutaan botol vaksin Sinovac ke Indonesia dari China",positive
"#SobatRimba,BPOM telah berikan izin untuk vaksin corona Sinovac dapat diberikan kepada para lansia yang berusia 60 tahun ke atas dan di bawah usia 70 tahun. 

Persetujuan ini diberikan oleh BPOM dengan pertimbangan kondisi emergency pandemi Covid-19. #VaksinUntukLansia",negative
"Ayo Vaksin....!!!
Vaksin Aman...!!
Agar Terhindar Dari Covid-19

Kapolres Inhu AKBP Efrizal, S.I.K Menjalani vaksinasi virus corona (Covid-19) di RSUD Indrasari Rengat, Kamis (04/2). 


@multimedia
.humaspolri 
#bersamacegahcovid19
#ayopakaimasker 
#kesehatanpuIihekonomibangkit",positive
(1/5) [Berita KPK] KPK mendorong pendataan penerima vaksin Corona Virus Disease 2019 (Covid-19) dilakukan secara akuntabel. Pendataan menjadi aspek krusial saat proses vaksinasi dimulai.,neutral
#Kecamatan Tanpa Corona di Sumsel Tetap Terima Vaksin Covid-19 - iNews #Corona #Korona,neutral
"Belum Usai Perang Melawan Pandemi virus Corona (Covid-19), kini dunia dikhawatirkan dengan risiko dari virus Nipah (NiV). Perusahaan farmasi pun Belum terlalu Siap Untuk Menghadapi Virus baru itu Sebab Belum ada Vaksin dan Obatnya.",positive
"Kabar terbaru:

Presiden Joko Widodo akan disuntik dosis kedua vaksin Virus Corona atau Covid-19 pada hari ini, Rabu (27/1), tepat 14 hari setelah penyuntikkan vaksin pertama.",positive
"Presiden Joko Widodo akan disuntik dosis kedua vaksin Virus Corona atau Covid-19 hari ini. Juru Bicara Vaksin Covid-19 dari Kementerian Kesehatan Siti Nadia Tarmizi mengatakan hari ini, tepat 14 hari setelah vaksinasi pertama Jokowi dilakukan.#MostUpdate1058",positive
Juru Bicara Satuan Tugas Penanganan Covid-19 membantah ada chip yang ditanamkan dalam vaksin Covid-19 menegaskan bahwa kabar penanaman chip dalam vaksin virus corona itu tidak benar atau hoaks #HoaxVaksin,neutral
"Pemerintah menegaskan tdk ada komersialisasi vaksin Covid-19, trmasuk program vaksin mandiri untuk karyawan perusahaan diseluruh Indonesia.
Hal tsb disampaikan oleh Menko Airlangga.
Menurutnya, vaksin corona yg brasal dari pemerintah maupun secara mandiri harus disediakan gratis.",positive
"Pada Oktober 2020, Peraturan Presiden Republik Indonesia Nomor 99 Tahun 2020 Tentang Pengadaan Vaksin Dan Pelaksanaan Vaksinasi Dalam Rangka Penanggulangan Pandemi ​Corona Virus Disease​2019 (COVID-19) dikeluarkan.

#Siberkreasi #Vaksin #LiterasiDigital",neutral
"Tolong jgn lagi lakukan Hoaks mengenai Vaksin Corona, Rakyat bisa bingung dan hormatilah Kerja Keras Pak Joko Widodo Presiden RI serta Jajarannya percayalah Pandemi COVID-19 pasti berlalu dan tetap laksanakan Protokol Kesehatan dgn disiplin MERDEKA.",negative
"Juru bicara satgas Covid-19 menyatakan bahwa penyebab utama ketua satgas Covid-19 Doni Monardo terinfeksi virus Corona atau Covid-19, karena  mantan danjen kopassus tersebut belum menerima vaksin Sinovac, satgas Covid-19 meminta masyarakat tetap mematuhi peraturan prokes",positive
"Pilkada 2020 Fact
- Kasus Corona = Menurun Drastis

Demo RUU Cipta Kerja
- Kasus Corona = No Cluster Demonstran

Vaksin Covid 19 Rilis di Indonesia
- PPKM digalakkan
- Operasi Gabungan digencarkan
- Kasus Corona meningkat tajam

CUAN CUAN CUAN CUAN CUAN!",negative
"Dokter Anthony Fauci menyatakan bahwa Sinovac dan yang sejenisnya hanya untuk pencegahan Covid-19 dan bukan vaksin penangkal Covid-19, jadi vaksin yang beredar di pasaran saat ini tidak lagi tokcer untuk membunuh virus Corona jenis baru yang lebih cepat menular ke manusia",positive
"Ihttps://health.detik.com/berita-detikhealth/d-5340406/heboh-hoax-soal-chip-satgas-jelaskan-fungsi-barcode-di-botol-vaksin-corona

Beredar hoax soal adanya chip di dalam vaksin Corona, satgas COVID-19 jelaskan fungsi kode yang tercantum dalam barcode di botol vaksin, ini katanya.",neutral
"Hasil uji coba klinis tahap awal vaksin Covid-19 kedua Rusia, EpiVacCorona, diklaim sangat memuaskan.
Badan pengawas kesehatan konsumen Rospotrebnadzor, menyatakan, berdasarkan hasil uji coba Fase 1 dan Fase 2, vaksin tersebut efektif 100 persen melawan virus corona.",positive
"Duterte Puji Keamanan Vaksin Sinovac: Belum Ada Laporan Kematian
Presiden Filipina, Rodrigo Duterte, memuji keamanan vaksin virus Corona (COVID-19) buatan perusahaan-perusahaan biofarmasi China. Pernyataan Duterte ini membela keputusan pemerintahannya untuk membeli vaksin Corona",neutral
"Kabar terbaru:

Presiden Joko Widodo akan disuntik dosis kedua vaksin Virus Corona atau Covid-19 pada hari ini, Rabu (27/1), tepat 14 hari setelah penyuntikkan vaksin pertama.",positive
"Presiden Joko Widodo akan disuntik dosis kedua vaksin Virus Corona atau Covid-19 hari ini. Juru Bicara Vaksin Covid-19 dari Kementerian Kesehatan Siti Nadia Tarmizi mengatakan hari ini, tepat 14 hari setelah vaksinasi pertama Jokowi dilakukan.#MostUpdate1058",positive
Juru Bicara Satuan Tugas Penanganan Covid-19 membantah ada chip yang ditanamkan dalam vaksin Covid-19 menegaskan bahwa kabar penanaman chip dalam vaksin virus corona itu tidak benar atau hoaks #HoaxVaksin,neutral
"Pemerintah menegaskan tdk ada komersialisasi vaksin Covid-19, trmasuk program vaksin mandiri untuk karyawan perusahaan diseluruh Indonesia.
Hal tsb disampaikan oleh Menko Airlangga.
Menurutnya, vaksin corona yg brasal dari pemerintah maupun secara mandiri harus disediakan gratis.",positive
"Pada Oktober 2020, Peraturan Presiden Republik Indonesia Nomor 99 Tahun 2020 Tentang Pengadaan Vaksin Dan Pelaksanaan Vaksinasi Dalam Rangka Penanggulangan Pandemi ​Corona Virus Disease​2019 (COVID-19) dikeluarkan.

#Siberkreasi #Vaksin #LiterasiDigital",neutral
"Tolong jgn lagi lakukan Hoaks mengenai Vaksin Corona, Rakyat bisa bingung dan hormatilah Kerja Keras Pak Joko Widodo Presiden RI serta Jajarannya percayalah Pandemi COVID-19 pasti berlalu dan tetap laksanakan Protokol Kesehatan dgn disiplin MERDEKA.",negative
"Juru bicara satgas Covid-19 menyatakan bahwa penyebab utama ketua satgas Covid-19 Doni Monardo terinfeksi virus Corona atau Covid-19, karena  mantan danjen kopassus tersebut belum menerima vaksin Sinovac, satgas Covid-19 meminta masyarakat tetap mematuhi peraturan prokes",positive
"Pilkada 2020 Fact
- Kasus Corona = Menurun Drastis

Demo RUU Cipta Kerja
- Kasus Corona = No Cluster Demonstran

Vaksin Covid 19 Rilis di Indonesia
- PPKM digalakkan
- Operasi Gabungan digencarkan
- Kasus Corona meningkat tajam

CUAN CUAN CUAN CUAN CUAN!",negative
"Dokter Anthony Fauci menyatakan bahwa Sinovac dan yang sejenisnya hanya untuk pencegahan Covid-19 dan bukan vaksin penangkal Covid-19, jadi vaksin yang beredar di pasaran saat ini tidak lagi tokcer untuk membunuh virus Corona jenis baru yang lebih cepat menular ke manusia",positive
"Ihttps://health.detik.com/berita-detikhealth/d-5340406/heboh-hoax-soal-chip-satgas-jelaskan-fungsi-barcode-di-botol-vaksin-corona

Beredar hoax soal adanya chip di dalam vaksin Corona, satgas COVID-19 jelaskan fungsi kode yang tercantum dalam barcode di botol vaksin, ini katanya.",neutral
"Hasil uji coba klinis tahap awal vaksin Covid-19 kedua Rusia, EpiVacCorona, diklaim sangat memuaskan.
Badan pengawas kesehatan konsumen Rospotrebnadzor, menyatakan, berdasarkan hasil uji coba Fase 1 dan Fase 2, vaksin tersebut efektif 100 persen melawan virus corona.",positive
"Duterte Puji Keamanan Vaksin Sinovac: Belum Ada Laporan Kematian
Presiden Filipina, Rodrigo Duterte, memuji keamanan vaksin virus Corona (COVID-19) buatan perusahaan-perusahaan biofarmasi China. Pernyataan Duterte ini membela keputusan pemerintahannya untuk membeli vaksin Corona",neutral
"Hiduplah seperti CORONA
Dia didoakan mati, disiram desinfektan
Digulung hand sanitizer diracuni Vaksin
Dihina, Dicaci, Dimusnahkan

Tapi tetap

Doa memberikan efek POSITIF pada manusia

Covid - 19",positive
"Saya salud terhadap pemikiran Bapak Erick thohir bisa berpikir sejauh ini dengan pemasangan kode barcode kepada Vaksin Covid-19 ini,kita patut apresiasi ide cemerlang beliau semangat terus pak jangan pantang menyerah kita bisa melawan Virus Corona #BarcodeVaksin",positive
"Vaksinasi Covid-19 dinilai dapat memutus rantai penularan virus corona melalui pembentukan kekebalan komunitas atau herd immunity yang dipicu oleh pemberian vaksin.
#BarcodeVaksin",neutral
"Badan kesehatan dunia who menyatakan bahwa hingga saat ini belum ada vaksin penangkal Covid-19 yang benar-benar tokcer untuk membunuh virus Corona tersebut, apalagi di beberapa negara virus Corona telah bermutasi menjadi virus yang lebih ganas dari sebelumnya.",positive
"Pfizer mencoba meredakan kekhawatiran di Eropa tentang penundaan pengiriman vaksin virus corona Covid-19. 
Kekhawatiran ini menyusul semakin banyak negara di dunia yang kembali melipatgandakan aturan pembatasan untuk memerangi pandemi yang mengamuk.",positive
"Vaksin Covid 19 sudah lulus uji klinis dan dinyatakan siap edar. Presiden Joko Widodo & para Menteri sudah mendapat suntikan vaksin pertama & kemudian akan diberikan pada Tenaga Kesehatan agar memiliki kekebalan dan terhindar dari penularan Corona Virus

#IndonesiaSiapDiVaksin",positive
"Tindakan Habib Rizieq Shihab yang merahasiakan hasil tes swab positif Corona (COVID-19) dinilai telah membohongi publik. Kritik terhadap Habib Rizieq pun mencuat.

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Tindakan Habib Rizieq Shihab yang merahasiakan hasil tes swab positif Corona (COVID-19) dinilai telah membohongi publik. Kritik terhadap Habib Rizieq pun mencuat.

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Keputusan pemerintah untuk menggratiskan biaya vaksinasi virus corona SARS-CoV2 (Covid-19) disambut baik oleh banyak pihak, termasuk Pengurus Besar Ikatan Dokter Indonesia (PB IDI). 

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Vaksin Corona disbut akan dberikan secara gratis untuk msyrkat Indonesia. Satgas Penanganan COVID-19 pun mengatakan, gratisnya vaksin ini dharapkan bisa mempercpat terbentuknya herd immunity atau kekebalan kelompok.

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Vaksin Corona disbut akan dberikan secara gratis untuk msyrkat Indonesia. Satgas Penanganan COVID-19 pun mengatakan, gratisnya vaksin ini dharapkan bisa mempercpat terbentuknya herd immunity atau kekebalan kelompok.

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Keputusan pemerintah untuk menggratiskan biaya vaksinasi virus corona SARS-CoV2 (Covid-19) disambut baik oleh banyak pihak, termasuk Pengurus Besar Ikatan Dokter Indonesia (PB IDI). 

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Keputusan pemerintah untuk menggratiskan biaya vaksinasi virus corona SARS-CoV2 (Covid-19) disambut baik oleh banyak pihak, termasuk Pengurus Besar Ikatan Dokter Indonesia (PB IDI). 

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Vaksin Corona dsbut akn diberikn secara gratis untuk masyarakat Indonesia. Satgas Penanganan COVID-19 pun mengatakan, gratisnya vaksin ini diharapkan bisa mempercepat terbentuknya herd immunity atau kekebalan kelompok.

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Belakangan sempet rame soal di vaksin covid = jadi titan. Bener ga sih? 

Dalam siaran langsung vaksinasi covid-19 kemarin, akun YouTube Kemkominfo TV menanggapi candaan warganet soal vaksin virus corona yang dikaitkan dengan Titan.",positive
"Yook kita ramai - ramai di vaksin untuk melawan virus Corona Covid 19, Tuhan memberkati kita semua Shaloom",neutral
"Tindakan Habib Rizieq Shihab yang merahasiakan hasil tes swab positif Corona (COVID-19) dinilai telah membohongi publik. Kritik terhadap Habib Rizieq pun mencuat.

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Tindakan Habib Rizieq Shihab yang merahasiakan hasil tes swab positif Corona (COVID-19) dinilai telah membohongi publik. Kritik terhadap Habib Rizieq pun mencuat.

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Keputusan pemerintah untuk menggratiskan biaya vaksinasi virus corona SARS-CoV2 (Covid-19) disambut baik oleh banyak pihak, termasuk Pengurus Besar Ikatan Dokter Indonesia (PB IDI). 

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Vaksin Corona disbut akan dberikan secara gratis untuk msyrkat Indonesia. Satgas Penanganan COVID-19 pun mengatakan, gratisnya vaksin ini dharapkan bisa mempercpat terbentuknya herd immunity atau kekebalan kelompok.

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Vaksin Corona disbut akan dberikan secara gratis untuk msyrkat Indonesia. Satgas Penanganan COVID-19 pun mengatakan, gratisnya vaksin ini dharapkan bisa mempercpat terbentuknya herd immunity atau kekebalan kelompok.

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Keputusan pemerintah untuk menggratiskan biaya vaksinasi virus corona SARS-CoV2 (Covid-19) disambut baik oleh banyak pihak, termasuk Pengurus Besar Ikatan Dokter Indonesia (PB IDI). 

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Keputusan pemerintah untuk menggratiskan biaya vaksinasi virus corona SARS-CoV2 (Covid-19) disambut baik oleh banyak pihak, termasuk Pengurus Besar Ikatan Dokter Indonesia (PB IDI). 

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Vaksin Corona dsbut akn diberikn secara gratis untuk masyarakat Indonesia. Satgas Penanganan COVID-19 pun mengatakan, gratisnya vaksin ini diharapkan bisa mempercepat terbentuknya herd immunity atau kekebalan kelompok.

Vaksin Boosting Herd Immunity
#RingkusProvokatorAnginGunung",positive
"Belakangan sempet rame soal di vaksin covid = jadi titan. Bener ga sih? 

Dalam siaran langsung vaksinasi covid-19 kemarin, akun YouTube Kemkominfo TV menanggapi candaan warganet soal vaksin virus corona yang dikaitkan dengan Titan.",positive
"Yook kita ramai - ramai di vaksin untuk melawan virus Corona Covid 19, Tuhan memberkati kita semua Shaloom",neutral
"Kedua,  jalur mandiri. Menyasar masyarakat yang berusia 19-59 tahun, ada sekitar 57 juta orang sasarannya vaksin corona atau Covid-19 dengan kebutuhan vaksin sekitar 115 juta dosis.
#VaksinHalal",negative
"Vaksin virus corona atau Covid-19 akan dibagi dalam dua kategori, yakni gratis dan berbayar atau mandiri.
#VasinHalal",positive
"Badan POM memberikan persetujuan penggunaan dalam kondisi emergency, emergency use authorization untuk vaksin Covid-19 yang pertama kali kepada vaksin Corona vax produksi Sinovac Biotech Incorporated yang bekerja sama dengan PT Bio Farma,
#vaksinhalal",positive
"Majelis Ulama Indonesia MUI menegaskan kehalalan vaksin virus corona Covid-19 ,ayo kita dukung pemerintah 
  #VaksinHalal",positive
"Seseorang kalau belum merasakan ..pasti ga akan percaya dan anggap remeh  rasa sakit nya kena corona..hanya dengan vaksin dan prokes..insya Allah..anda,keluarga,dan org lain akan terhindar dari pandemi covid 19...",negative
"""Organisasi Kesehatan Dunia menyatakan tidak setuju dengan aturan negara yang mewajibkan vaksin corona. WHO menilai, mewajibkan vaksinasi corona kepada setiap warga hanya akan menjadikan bumerang yang memicu mereka semakin bersikap antipasti terkait vaksin covid-19."" CNBC",neutral
Raffi itu jd subyek berjalan. Walau udah d vaksin ga lgsg kebal covid-19. Yg di suntik itu bukan serum titan yg langsung bereaksi sewaktu di suntikkan. Klo raffi kebal berarti kampanye nya efektif klo raffi positif setelah corona maka efeknya buat orang makin takut vaksin,positive
"#InfoGenWaniPooll Presiden Joko Widodo bilang, dirinya bakal kembali disuntik vaksin virus corona (Covid-19) 14 hari mendatang. Jadwal itu tercantum dalam kartu yang diperolehnya setelah disuntik vaksin pada Rabu (13/1).",neutral
"Bangsa Indonesia lagi di Landa Wabah Covid 19 yang makin Kresis Saat ini Pemerintah lagi Gencar MeLawan Covid 19 tapi ada saja Manusia Yang Sentimentil terhadap Pemerintahan JOKOWIDODO.Semoga saja Dengan Izin Allah SWT Vaksin bisa mengusir Virus Corona, Pandemi Covid 19.ingat 3 M",positive
"Pada hari ini sudah dimulai penyuntikan vaksin corona covid-19. Mudah-mudahan Alloh SWT memberikan keselamatan dan kesehatan kepada seluruh Warga Negara Indonesia . Amiiiin 
@Kiyai_MarufAmin
 
@cholilnafis
 
@KHMLuqman",neutral
"Juru Bicara Vaksinasi Covid-19 Kementerian Kesehatan dr Nadia Tarmizi mengatakan, masyarakat jangan takut terhadap efek samping yang mungkin timbul setelah mendapatkan vaksin virus corona. #SukseskanVaksinasi",negative
"Mari bersama berkontribusi dalam menerapkan protokol kesehatan secara ketat untuk menekan angka penularan Covid-19 dan menunggu arahan pemerintah dalam pemberian vaksin.

#EkaHospital #Vaksin #VaksinKorona #Corona #Korona",neutral
#InfoGenWaniPooll Atlet Olimpiade 2020 di Tokyo pada 2021 mendatang akan jadi pihak pertama dari bidang olahraga penerima vaksin virus corona atau Covid-19.,positive
"No vaccine, no cry!

WHO menganggap mewajibkan vaksinasi corona kepada setiap warga hanya akan menjadikan bumerang yang memicu warga semakin bersikap antipati terkait vaksin Covid-19.",neutral
"Alhamdulillah, setelah fatwa MUI bhw vaksin covid-19 suci dan halal maka sekarang BPOM mengeluarkan EUA (Emergency Use Authorization) untuk vaksin tersebut.

Ayo bersiap ikut vaksinasi, keikut-sertaan kita akan dapat memutus penularan virus corona, walau mungkin cuma sementara.",positive
"#InfoGenWaniPooll Badan Pengawas Obat dan Makanan (BPOM) resmi keluarkan izin penggunaan darurat atau emergency use authorization (EUA) vaksin virus corona (Covid-19) asal perusahaan China, Sinovac, hari ini.",neutral
